timestamp,x,y,theta,beta,omega,dot_beta,vx,steer,gas
0.000000000000000000e+00,8.115865013557476360e+00,-9.231898821600098559e-01,1.771570102888817000e-02,-2.635447170511391879e-01,4.084292648518672575e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+08,8.115865013557476360e+00,-9.231898821600098559e-01,1.645808033023690373e-02,-2.635447170511391879e-01,4.435041660592766929e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+08,8.115865013557476360e+00,-9.231898821600098559e-01,1.216621538965000776e-02,-2.635447170511391879e-01,2.698095369985518965e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+08,8.115865013557476360e+00,-9.231898821600098559e-01,1.619396117289074663e-02,-2.635447170511391879e-01,5.296959962667686407e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.434835121558511145e-02
4.000000000000000000e+08,8.115865013557476360e+00,-9.231898821600098559e-01,1.183474464968378367e-02,-2.635447170511391879e-01,4.746629531042105728e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.355543335932327786e-02
5.000000000000000000e+08,8.115865013557476360e+00,-9.231898821600098559e-01,1.485389968977194990e-02,-2.635447170511391879e-01,4.860805631977573732e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.135899615760285475e-01
6.000000000000000000e+08,8.115865013557476360e+00,-9.231898821600098559e-01,1.990083291509441715e-02,-2.635447170511391879e-01,3.126821576338036871e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.436276793177749811e-01
7.000000000000000000e+08,8.115865013557476360e+00,-9.231898821600098559e-01,1.366850237127737420e-02,-2.635447170511391879e-01,2.210563136050960453e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.526225252789191744e-01
8.000000000000000000e+08,8.116749481225804530e+00,-9.230348332117227494e-01,1.537130425319929022e-02,-2.652900463031336309e-01,3.168592216906204826e-03,-5.235987755982899651e-03,1.828343584373299038e-02,0.000000000000000000e+00,1.530818382898966323e-01
9.000000000000000000e+08,8.128669253037235976e+00,-9.210089017633072972e-01,1.404925558443760082e-02,-2.616576567529494968e-01,3.263682631537856427e-02,5.661180894569543473e-03,1.190754687748467600e-01,0.000000000000000000e+00,1.530818382898966323e-01
1.000000000000000000e+09,8.134893153557051448e+00,-9.199779358505951743e-01,1.419531627402323588e-02,-2.583087292951563585e-01,6.850836833215014077e-02,1.745329251994300057e-02,4.954814479985297088e-02,0.000000000000000000e+00,1.530818382898966323e-01
1.100000000000000000e+09,8.136378076718232322e+00,-9.197368468368153360e-01,1.533229775536960014e-02,-2.600307450521806563e-01,1.047319783741897797e-01,1.752323300485346055e-02,6.284323382173381128e-03,0.000000000000000000e+00,1.530818382898966323e-01
1.200000000000000000e+09,8.145643143315895784e+00,-9.182065595948651904e-01,1.352739794319323535e-02,-2.583087292951563585e-01,1.120239026267189492e-01,9.975365811093634891e-03,1.145180410312742342e-01,0.000000000000000000e+00,1.541586558024088394e-01
1.300000000000000000e+09,8.169781264349156302e+00,-9.137839421982966170e-01,2.275071199807601752e-02,-2.617993877991450224e-01,1.150394988700158688e-01,-1.047197551196579930e-02,2.827374143644985072e-01,-8.372576561981964760e-02,1.558498033922085246e-01
1.400000000000000000e+09,8.198963875650889577e+00,-9.077328599054645952e-01,1.764996078911216029e-02,-2.583087292951563585e-01,2.811594643866833707e-02,5.235987755982899651e-03,2.998544999999999683e-01,-6.264406073834299926e-02,1.598357995351155636e-01
1.500000000000000000e+09,8.228547022696375279e+00,-9.007033013337569782e-01,9.378326329353894181e-03,-2.548180707911676945e-01,-6.619005163299725158e-02,1.047197551196579930e-02,3.087454642231903246e-01,0.000000000000000000e+00,1.205409463796634495e-01
1.600000000000000000e+09,8.246984844945751902e+00,-8.959006377657945386e-01,2.255418239685258106e-02,-2.583087292951563585e-01,-8.068622280239949596e-02,1.047197551196579930e-02,6.242610268457721157e-02,0.000000000000000000e+00,3.613421577203922846e-02
1.700000000000000000e+09,8.237371402288209410e+00,-8.980584640714798228e-01,1.176622090520476963e-02,-2.567159177619319776e-01,-1.138634511659406164e-02,4.778434599673340305e-03,-1.271677119519018240e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+09,8.212497068947520518e+00,-9.025139205496585104e-01,9.762021271002460990e-03,-2.563667347404618990e-01,1.647775846009572704e-03,-4.645991847882156335e-03,-2.762075535047041619e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+09,8.185025078656591901e+00,-9.070579209054731029e-01,1.535595474859233721e-02,-2.548180707911676945e-01,2.047974412078584425e-02,1.047197551196579930e-02,-2.790089999999999515e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+09,8.181432929871967019e+00,-9.076488912445631607e-01,1.699552095271674931e-02,-2.565634000431621375e-01,2.269303012877691914e-02,6.497774097260094507e-04,1.635797177200675190e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+09,8.199684569928333389e+00,-9.047346443640552627e-01,1.874747353852715750e-02,-2.565634000431621375e-01,4.053965380382652112e-02,-6.539334731041456916e-04,1.844024999999999692e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+09,8.218556504132248364e+00,-9.016688316194532149e-01,1.702347064153230186e-02,-2.530727415391735291e-01,2.324911269693404753e-02,5.235987755982899651e-03,1.909185323462426198e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+09,8.233935807733349321e+00,-8.990778950536452152e-01,2.112800636232552154e-02,-2.530727415391735291e-01,-1.594208124275335939e-02,1.047197551196579930e-02,1.555394999999999972e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+09,8.247176474236654897e+00,-8.966954461780158869e-01,2.570129468164538550e-02,-2.548180707911676945e-01,-1.941750900644230449e-02,5.235987755982899651e-03,1.142560786524939587e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+09,8.249411954005273273e+00,-8.962893026157449095e-01,2.334250302031008403e-02,-2.548180707911676945e-01,2.498763313698804979e-03,-5.235987755982899651e-03,-3.344655142705350859e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+09,8.242559049782570924e+00,-8.975867778184265511e-01,1.973149292840524135e-02,-2.530727415391735291e-01,3.591389357770462948e-03,0.000000000000000000e+00,-7.055399999999999172e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+09,8.232414428491383163e+00,-8.993424073661471230e-01,1.946811270849208714e-02,-2.530727415391735291e-01,-1.193966302531835472e-02,5.235987755982899651e-03,-1.365030511239744282e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+09,8.229322196424250890e+00,-8.998749960259891933e-01,2.220500982201019033e-02,-2.548180707911676945e-01,-6.598344467372681266e-03,0.000000000000000000e+00,-1.508494178935105429e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+09,8.227688216880226335e+00,-9.002071036576403396e-01,1.888614243217863475e-02,-2.548180707911676945e-01,1.650836409843075767e-02,-5.235987755982899651e-03,-1.898477758192265372e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+09,8.230192806187917043e+00,-8.996489906512062928e-01,1.791745324047949381e-02,-2.530727415391735291e-01,1.723730438516354879e-02,0.000000000000000000e+00,2.993219591591250034e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+09,8.232895064084358339e+00,-8.990629943013429548e-01,2.465259409010113131e-02,-2.530727415391735291e-01,6.220820071696945425e-03,5.235987755982899651e-03,2.449720451792634923e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+09,8.232977702594734382e+00,-8.990452450901694759e-01,1.762314072556480857e-02,-2.548180707911676945e-01,9.425611206464349495e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+09,8.234669067884061278e+00,-8.986864376283243416e-01,1.643715003771327801e-02,-2.548180707911676945e-01,1.476692976441002642e-02,-5.235987755982899651e-03,3.461744462455498828e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+09,8.245301169140011766e+00,-8.963806932970684871e-01,1.986923303443769578e-02,-2.530727415391735291e-01,1.213707393807296128e-02,0.000000000000000000e+00,1.148002748436675879e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+09,8.256611006115340601e+00,-8.939072947254381729e-01,2.244371889160740735e-02,-2.530727415391735291e-01,3.016028936929537885e-03,5.235987755982899651e-03,1.154519999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+09,8.264596455367385630e+00,-8.921553842813990665e-01,2.156513447806757827e-02,-2.548180707911676945e-01,-4.467844281076684392e-04,0.000000000000000000e+00,6.347394865844814549e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+09,8.269871479053280794e+00,-8.909972985956311486e-01,1.789499786474806411e-02,-2.548180707911676945e-01,8.795015137512685044e-04,-5.235987755982899651e-03,5.302566728368488663e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.724003280724511686e-02,-2.530727415391735291e-01,-1.887621978378661858e-04,0.000000000000000000e+00,1.705193834713947948e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.741935696489846710e-02,-2.530727415391735291e-01,8.795015137512685044e-04,5.235987755982899651e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,2.184023648922856636e-02,-2.548180707911676945e-01,1.015863871530207040e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.994740548401906580e-02,-2.548180707911676945e-01,1.903998461076656865e-02,-5.235987755982899651e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.923621230203097915e-02,-2.530727415391735291e-01,6.056410151481940625e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.892449169135584225e-02,-2.530727415391735291e-01,-4.461817044194408416e-03,5.235987755982899651e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.461369921803474040e-02,-2.548180707911676945e-01,2.444289181331543194e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.679185791108483983e-02,-2.548180707911676945e-01,1.008764454309607310e-02,-5.235987755982899651e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.683872662404181306e-02,-2.548180707911676945e-01,6.220820071696945425e-03,-5.235987755982899651e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.613160214498235781e-02,-2.530727415391735291e-01,8.795015137512685044e-04,5.235987755982899651e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,2.204582968166078974e-02,-2.548180707911676945e-01,1.947765225340403195e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.740014649108468855e-02,-2.548180707911676945e-01,6.220820071696945425e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.433748156955668741e-02,-2.548180707911676945e-01,4.278765500176598402e-03,-5.235987755982899651e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,2.045966800997215881e-02,-2.548180707911676945e-01,2.349135508413021343e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,2.158357548938907855e-02,-2.548180707911676945e-01,5.160146634622091860e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,2.187435920883864029e-02,-2.548180707911676945e-01,7.289083783286080115e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,2.249236872822550290e-02,-2.548180707911676945e-01,4.753727736683939671e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+09,8.271288250398049158e+00,-8.906843586068334817e-01,1.697440639653318914e-02,-2.548180707911676945e-01,4.937667737863340491e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
