timestamp,x,y,theta,beta,omega,dot_beta,vx,steer,gas
0.000000000000000000e+00,1.247670402982197757e+01,1.305728303377069743e-01,2.952268074159107233e-02,-1.692969374434471486e-01,1.230396960726243272e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.207604349573697777e-02,-1.692969374434471486e-01,7.085269208143631396e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.444414320109355498e-02,-1.692969374434471486e-01,1.813128745857468457e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.146545227447904158e-02,-1.692969374434471486e-01,2.266633289716305844e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.344010905105575249e-02,-1.692969374434471486e-01,2.259658392439140538e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.234669705761955560e-02,-1.692969374434471486e-01,-1.147556527505955680e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.456394058779032469e-02,-1.692969374434471486e-01,8.795015137512685044e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.267813502280746824e-02,-1.692969374434471486e-01,4.582379775212495573e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.190644351799547251e-02,-1.692969374434471486e-01,5.810821150174020873e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+08,1.247670402982197757e+01,1.305728303377069743e-01,3.018329851391504670e-02,-1.692969374434471486e-01,-1.257025909427004345e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+09,1.247670402982197757e+01,1.305728303377069743e-01,3.634769972322901554e-02,-1.692969374434471486e-01,1.955851703705172463e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+09,1.247670402982197757e+01,1.305728303377069743e-01,3.379029582979013041e-02,-1.692969374434471486e-01,2.864555747559645229e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+09,1.247670402982197757e+01,1.305728303377069743e-01,3.260520069678905092e-02,-1.692969374434471486e-01,-1.870711426753012864e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+09,1.247670402982197757e+01,1.305728303377069743e-01,3.395655244758988278e-02,-1.692969374434471486e-01,1.096416063243479478e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+09,1.247670402982197757e+01,1.305728303377069743e-01,3.306702503090683948e-02,-1.692969374434471486e-01,-1.887621978378661858e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
